first-baptist-church-robertsdale,First Baptist Church of Robertsdale,Robertsdale,Alabama,9,30.5472851,-87.7139716
flying-dragon-disc-golf-course,Flying Dragon Disc Golf Course,Decatur,Alabama,18,34.5658725,-87.0408775
fort-rucker-flying-disc-golf-course,Fort Rucker Flying Disc Golf Course,Fort Rucker,Alabama,18,31.3358955,-85.7051467
freedom-hills-disc-golf-course,Freedom Hills Disc Golf Course,Red Bay,Alabama,9,34.4401057,-88.1128152
gattman-park,Gattman Park,Muscle Shoals,Alabama,9,34.7386705,-87.6580481
george-ward-park,George Ward Park,Birmingham,Alabama,24,33.4878408,-86.8199633
golden-bear-dgc,Golden Bear DGC,Lexington,Alabama,9,34.96925,-87.3711316
greenbrier-woods,Greenbrier Woods,Madison,Alabama,9,34.7109417,-86.8050864
rustic-youth-camp,Greg Carter Memorial Course,Russellville,Alabama,18,33.6373544,-86.59688010000000
greg-carter-memorial-disc-golf-course,Greg Carter Memorial Disc Golf Course,Trussville,Alabama,18,33.6373544,-86.59688010000000
ha-alexander-park,HA Alexander Park,Moulton,Alabama,18,34.4815342,-87.3062929
halawaka-park,Halawaka Park,Salem,Alabama,18,32.5968028,-85.2385527
heritage-park-1,Heritage Park,Cullman,Alabama,18,34.1564293,-86.842815
honda-park-disc-golf-course,Honda Park Disc Golf Course,Lincoln,Alabama,18,33.6059757,-86.12589110000000
hurricane-alley-discgolfcourse,Hurricane Alley Disc Golf Course,Irvington,Alabama,9,30.6986962,-88.184456
indian-creek-disc-golf-course,Indian Creek Disc Golf Course,Huntsville,Alabama,20,34.7345,-86.703071
inverness-disc-golf-park,Inverness Disc Golf Park,Birmingham,Alabama,18,33.4183388,-86.7148867
ivan-k-hill-park,Ivan K Hill Disc Golf Course ,Winfield,Alabama,18,33.9362633,-87.8084416
jacksonville-community-disc-golf-course,Jacksonville Community Disc Golf Course,Jacksonville,Alabama,9,33.8113394,-85.772768
joe-wheeler-state-park,Joe Wheeler State Park,Rogersville,Alabama,18,34.8256425,-87.2947417
john-hunt-park,John Hunt Park,Huntsville,Alabama,18,34.68978270000000,-86.5875803
john-lemaster-memorial-dgc,John Lemaster Memorial Disc Golf Course,Trussville,Alabama,18,33.6302375,-86.6022886
logan-park,Kent Robertson Park,Huntsville,Alabama,6,34.6582711,-86.5807626
kudzu-cove-disc-golf-course,Kudzu Cove Disc Golf Course,Guntersville,Alabama,18,34.4071296,-86.2493598
lake-ellis-disc-golf-course,Lake Ellis Disc Golf Course,Chatom,Alabama,18,31.4651653,-88.2544557
lake-point-park,Lake Point Park,Heflin,Alabama,18,33.6472706,-85.6022306
lakeside-disc-golf-veterans-memorial-park,Lakeside Disc Golf at Veterans Memorial Park,Florence,Alabama,18,34.8113363,-87.6229231
lakeview-country-club,Lakeview Country Club,McCalla,Alabama,18,33.2810418,-87.1391386
langan-municipal-park,Langan Municipal Park,Mobile,Alabama,19,30.70620750000000,-88.15963220000000
lifepoint-disc-golf-course,Lifepoint Disc Golf Course,Albertville,Alabama,9,34.283414,-86.2286646
live-oak-landing,Live Oak Landing,Stockton,Alabama,18,30.9587292,-87.87076450000000
magnolia-links,Magnolia Links,Mount Olive,Alabama,18,33.6356716,-86.86580120000000
major-creek-crossing,Major Creek Crossing,Montgomery,Alabama,10,32.3898033,-86.3947661
mastin-lake,Mastin Lake,Huntsville,Alabama,18,34.7712563,-86.6159514
mcfarland-park-disc-golf,McFarland Park Disc Golf,Florence,Alabama,18,34.7838951,-87.684
mirabeau-apartments,Mirabeau Apartments,Huntsville,Alabama,9,34.71293,-86.59579770000000
monte-sano-state-park,Monte Sano State Park,Huntsville,Alabama,18,34.7399425,-86.5118155
mrag-disc-golf-course,MRAG Disc Golf Course,Mobile,Alabama,18,30.6986962,-88.184456
municipal-red,Municipal Red Disc Golf Course,Mobile,Alabama,18,30.6986962,-88.184456
new-hope-city-park-disc-golf-course,New Hope City Park Disc Golf Course,New Hope,Alabama,18,34.3206801,-86.4811659
north-jasper-park,North Jasper Park,Jasper,Alabama,18,33.88268560000000,-87.2896616
ol-colony-disc-golf-course,Ol' Colony Disc Golf Course,Tuscaloosa,Alabama,18,33.2568198,-87.5373611
oliver-park-disc-golf-course,Oliver Park Disc Golf Course,Calera,Alabama,18,33.0947617,-86.7659345
oscar-johnson-park,Oscar Johnson Park,Silverhill,Alabama,5,30.5461693,-87.7363276
osprey-disc-golf-course,Osprey Disc Golf Course,Orange Beach,Alabama,9,30.2941192,-87.5485099
palmore-park,Palmore Park,Tuscaloosa,Alabama,18,33.1792309,-87.6054429
patriot-hills-0,Patriot Hills,Somerville,Alabama,10,34.4731491,-86.79861200000000
graham-creek-pecan-hollow,Pecan Hollow at Graham Creek Nature Preserve,Foley,Alabama,18,30.347877,-87.63255220000000
pinson-bicentennial-park,Pinson Bicentennial Park,Pinson,Alabama,18,33.68376,-86.68419400000000
quail-creek-one-disc-golf-course,Quail Creek One Disc Golf Course,Hartselle,Alabama,18,34.38677610000000,-86.8659449
rainbow-city-disc-golf-course,Rainbow City Disc Golf Course,Rainbow City,Alabama,18,33.9384231,-86.0731048
redstone-arsenal,Redstone Arsenal,Huntsville,Alabama,21,34.6950842,-86.65103290000000
revelation-mountain,Revelation Mountain,Pell City,Alabama,18,33.6288538,-86.2767995
semmes-middle-school,Semmes Middle School,Semmes,Alabama,9,30.7860988,-88.2912727
shocco-springs,Shocco Springs,Talladega,Alabama,9,33.4560905,-86.1388557
smiths-station-disc-golf-course,Smiths Station Disc Golf Course,Smiths Station,Alabama,18,32.5219258,-85.11781050000000
southside-park-0,Southside Park,Huntsville,Alabama,18,34.5998105,-86.545931
sparkman-park-lakeside,Sparkman Park - Lakeside,Hartselle,Alabama,18,34.427332,-86.9358091
sparkman-park,Sparkman Park - Original,Hartselle,Alabama,18,34.4276961,-86.9354237
sportsplex,Sportsplex,Athens,Alabama,19,34.8144585,-86.94112800000000
spring-hill-college-disc-golf-course,Spring Hill College Disc Golf Course,Mobile,Alabama,18,30.6915278,-88.13767900000000
spring-street-disc-golf-course,Spring Street Disc Golf Course,Adamsville,Alabama,9,33.5973369,-86.95887140000000
springhill-hobbit-disc-golf-course,Springhill Hobbit Disc Golf Course,Mobile,Alabama,18,30.6986962,-88.184456
stapleton-school-disc-golf-course,Stapleton School Disc Golf Course,Stapleton,Alabama,9,30.6488356,-87.9027959
steele-creek,Steele Creek,Satsuma,Alabama,9,30.86277940000000,-88.0666769
taylor-disc-golf-course,Taylor Disc Golf Course,Taylor,Alabama,9,31.1605999,-85.4685021
admiral,The Admiral,Semmes,Alabama,18,30.7515927,-88.2351695
eagle-disc-golf-course,The Eagle Disc Golf Course,Jasper,Alabama,18,33.852593,-87.2614962
hangar,The Hangar at Robert Cardinal Park,Tuscaloosa,Alabama,18,33.2235187,-87.61172530000000
eastgate-park,The Oaks at Eastgate Park,Ashford,Alabama,18,31.1605265,-85.32029950000000
outback,The Outback at Central Park Baptist,Decatur,Alabama,9,34.5815254,-87.0202958
prairie-graham-creek-nature-preserve,The Prairie at Graham Creek Nature Preserve,Foley,Alabama,18,30.3485203,-87.6177439
preserve-graham-creek-nature-preserve,The Preserve at Graham Creek Nature Preserve,Foley,Alabama,18,30.347877,-87.63255220000000
ridge,The Ridge,Springville,Alabama,18,33.8129309,-86.4973193
river-course,The River Course,Phenix City,Alabama,18,32.4706839,-84.9988778
tiger-trail-u-w-alabama,The Tiger Trail at U of W Alabama,Livingston,Alabama,18,32.5950799,-88.1845254
tumble-tree-disc-golf-course,Tumble Tree Disc Golf Course,Opelika,Alabama,18,32.6751084,-85.3495045
univ-ala-huntsville-uah,Univ of Ala Huntsville (UAH),Huntsville,Alabama,18,34.7251308,-86.63989510000000
university-mobile-disc-golf-course,University of Mobile Disc Golf Course,Eight Mile,Alabama,18,30.7937662,-88.13197750000000
university-montevallo,University of Montevallo,Montevallo,Alabama,18,33.1067187,-86.86541680000000
university-south-alabama,University of South Alabama,Mobile,Alabama,18,30.6959406,-88.184236
valley-disc-golf-course-0,Valley Junior High Disc Golf Course,Jasper,Alabama,12,33.8266058,-87.1776186
veterans-park-dgc-2,Veterans Park DGC,Alabaster,Alabama,18,33.1865441,-86.82815710000000
wallace-state-community-college,Wallace State Community College,Hanceville,Alabama,18,34.059845,-86.7695439
warhawk,Warhawk at Calhoun Community College,Tanner,Alabama,18,34.647351,-86.94927800000000
aantiyeik-park,Aant'iyeik Park,Juneau,Alaska,18,58.3820892,-134.7361229
alcantra-disc-golf-big-su,Alcantra Disc Golf - Big Su,Wasilla,Alaska,20,61.612419,-149.3874267
alcantra,Alcantra Disc Golf - Little Su,Wasilla,Alaska,9,61.612419,-149.3874267
birch-hill-disc-golf-course,Birch Hill Disc Golf Course,Fairbanks,Alaska,18,64.8700878,-147.6473769
birch-ridge-disc-golf-course,Birch Ridge Disc Golf Course,Soldotna,Alaska,18,60.4985515,-151.0043874
buoy-dunes,Buoy Dunes,St. Paul,Alaska,9,57.18923540000000,-170.2903157
davis-park-0,Davis Park,Anchorage,Alaska,9,61.2264053,-149.7879477
eagle-river-high-school-disc-golf-course,Eagle River High School Disc Golf Course,Eagle River,Alaska,9,61.2979881,-149.5722847
eureka-disc-golf-univeristy-alaska-se,Eureka Disc Golf at Univeristy of Alaska SE,Juneau,Alaska,9,58.3826502,-134.7356895
girdwood-forest-fair-park,Girdwood Forest Fair Park,Girdwood,Alaska,36,60.96108900000000,-149.1377219
glacier-point,Glacier Point,Glacier Point,Alaska,18,59.1025,-135.3822222
glass-park,Glass Park at Fort Wainwright,Fairbanks,Alaska,18,64.8366803,-147.686282
hanshew-middle-school,Hanshew Middle School,Anchorage,Alaska,9,61.13046050000000,-149.8308
hilltop-ski-area,Hilltop Ski Area,Anchorage,Alaska,18,61.140846,-149.7449609
hilltop-yellow-short-9,Hilltop Yellow Short 9,Anchorage,Alaska,9,61.140846,-149.7449609
jack-gist-park,Jack Gist Park,Homer,Alaska,9,59.6605508,-151.4824113
kenai-eagle-disc-golf-course,Kenai Eagle Disc Golf Course,Kenai,Alaska,18,60.558502,-151.202493
kincaid-park-disc-golf-course,Kincaid Park Disc Golf Course,Anchorage,Alaska,18,61.15373590000000,-150.0557508
king-salmon-park,King Salmon Park,King Salmon,Alaska,9,58.6828474,-156.6687261
mountain-disc-golf-course-alyeska-resort,Mountain Disc Golf Course at Alyeska Resort,Girdwood,Alaska,9,60.9704373,-149.0985114
nikiski-recreation-center,Nikiski Recreation Center Disc Golf Course,Nikiski,Alaska,18,60.7050036,-151.3809706
north-point-higgins,North Point Higgins,Ketchikan,Alaska,18,55.47142360000000,-131.8111709
palmer-high-school,Palmer High School,Palmer,Alaska,9,61.6052401,-149.1374614
peters-creek-disc-golf-course,Peters Creek Disc Golf Course,Chugiak,Alaska,18,61.4042427,-149.4561296
ravens-bowl,Raven's Bowl,Haines,Alaska,18,59.2345692,-135.443448
reservoir-course,Reservoir Course,Cordova,Alaska,9,60.5324046,-145.7542821
tsalteshi-trails,River City Disc Golf Course on Tsalteshi Trails,Soldotna,Alaska,19,60.47244190000000,-151.1006746
bernie-huss-memorial-trails,Ryan Creek Disc Golf Course,Kenai,Alaska,9,60.55840360000000,-151.2039566
schroeder-park-disc-golf-course,Schroeder Park Disc Golf Course,Eagle River,Alaska,9,61.33268630000000,-149.5748368
service-high-school,Service High School,Anchorage,Alaska,9,61.1381933,-149.7812832
seven-pastures,Seven Pastures,Skagway,Alaska,18,59.4669676,-135.3072326
seward-middle-school,Seward Middle School,Seward,Alaska,9,60.1316122,-149.4416854
soldotna-high-school,Soldotna High School,Soldotna,Alaska,9,60.4938,-151.096
sutton-dgc,Sutton Elementary Disc Golf Course,Sutton,Alaska,9,61.7158829,-148.8789561
moose-pretzel,The Moose Pretzel,Homer,Alaska,18,59.64250000000000,-151.5483333
uaf-university-alaska-fairbanks,UAF Blue Disc Golf Course,Fairbanks,Alaska,9,64.859408,-147.8592187
uaf-gold,UAF Gold Disc Golf Course,Fairbanks,Alaska,18,64.859408,-147.8592187
westchester-lagoon-park,Westchester Lagoon Park,Anchorage,Alaska,9,61.20353490000000,-149.9040875
av-anderson-park-disc-golf-course,AV Anderson Park Disc Golf Course,Sierra Vista,Arizona,18,31.5412385,-110.2907771
arizona-snowbowl,Arizona Snowbowl,Flagstaff,Arizona,18,35.330886,-111.7103
blanchard-discgolfcourse,Blanchard Disc Golf Course,Tucson,Arizona,18,32.2170333,-110.8630447
buffalo-ridge-park,Buffalo Ridge Park,Phoenix,Arizona,27,33.6598173,-112.0459342
cactus-flats,Cactus Flats,Kingman,Arizona,18,35.2706305,-114.030317
canyon-trails-dgc,Canyon Trails Disc Golf Course,Goodyear,Arizona,9,33.4426864,-112.4187396
casa-grande-disc-golf-course-college-park,Casa Grande Disc Golf Course - College Park,Casa Grande,Arizona,9,32.9025874,-111.7519862
cerbat-cliffs-golf-course,Cerbat Cliffs Golf Course,Kingman,Arizona,18,35.2066415,-114.0422698
coldwater-ranch,Coldwater Ranch,Peoria,Arizona,18,33.7232694,-112.3203651
conocido-park,Conocido Park,Phoenix,Arizona,18,33.6321135,-112.1330108
copper-sky,Copper Sky,Maricopa,Arizona,18,33.0409719,-112.0433987
deer-creek-canyon,Deer Creek Canyon at Haulapai Mountain,Kingman,Arizona,9,35.185542,-114.0053991
emerald-park,Emerald Park,Mesa,Arizona,9,33.3880812,-111.7956089
emmanuel-pines-camp,Emmanuel Pines Camp,Prescott,Arizona,18,34.569242,-112.536662
firefighters-memorial-park,Firefighters Memorial Park,Kingman,Arizona,9,35.2153881,-114.030323
fort-tuthill-disc-golf-course,Fort Tuthill Disc Golf Course,Flagstaff,Arizona,18,35.1395689,-111.6936545
fountain-hills-disc-golf-course,Fountain Hills Disc Golf Course,Fountain Hills,Arizona,19,33.602362,-111.709004
four-seasons-disc-golf-course,Four Seasons Disc Golf Course,Snowflake,Arizona,18,34.5099828,-110.121387
stripe-show-golf-club,Freedom Disc Golf at Stripe Show Golf Club,Mesa,Arizona,18,33.3888829,-111.8519247
freestone-park,Freestone Park,Gilbert,Arizona,9,33.3587464,-111.7684971
golf-club-oasis,Golf Club at Oasis,Florence,Arizona,9,33.0995322,-111.4927855
grand-canyon-caverns-inn-disc-golf-course,Grand Canyon Caverns Inn Disc Golf Course,Peach Springs,Arizona,9,35.5290514,-113.4274531
grand-island-disc-golf-course,Grand Island Disc Golf Course,Lake Havasu,Arizona,9,34.4572514,-114.3636753
greens-park-disc-golf-course,Greens Park Disc Golf Course,San Tan Valley,Arizona,9,33.155263,-111.550865
groves-park,Groves Park,Tucson,Arizona,9,32.1713461,-110.8330652
hidden-cove-disc-golf-course,Hidden Cove Disc Golf Course,Holbrook,Arizona,18,34.919636,-110.1942099
ironside-bluffs,Ironside Bluffs,Show Low,Arizona,18,34.2542084,-110.0298327
los-olivos,Los Olivos,Phoenix,Arizona,9,33.4971419,-112.0200925
marana-rock-disc-golf-course,Marana Rock Disc Golf Course,Marana,Arizona,6,32.39026670000000,-111.1349337
marbella-vineyards,Marbella Vineyards,Gilbert,Arizona,9,33.240899,-111.7160052
maricopa-meadows,Maricopa Meadows,Maricopa,Arizona,27,33.0546417,-112.0572357
mckellips-lake,McKellips Lake,Scottsdale,Arizona,3,33.4529018,-111.9129381
mcpherson-park,McPherson Park,Flagstaff,Arizona,18,35.2143793,-111.6384045
meadview,Meadview,Meadview,Arizona,9,36.002155,-114.0684841
mesquite-grove-disc-golf-course,Mesquite Grove Disc Golf Course,Chandler,Arizona,9,33.2494817,-111.8266903
mohave-valley-community-park-disc-golf-course,Mohave Valley Community Park Disc Golf Course,Mohave Valley,Arizona,9,34.8897227,-114.5668446
mountain-bridge-community-course,Mountain Bridge Community Course,Mesa,Arizona,9,33.4482554,-111.6410524
mountain-meadow-ranch,Mountain Meadow Ranch,Payson,Arizona,18,34.3316392,-111.0107566
mountainview-mcc,Mountainview at MCC,Bullhead City,Arizona,9,35.062561,-114.5848312
northern-arizona-university-disc-golf-course,Northern Arizona University Disc Golf Course,Flagstaff,Arizona,18,35.1755585,-111.6589713
page-disc-golf,Page Disc Golf,Page,Arizona,9,36.9081932,-111.4612961
moeur-park,Papago Disc Golf Course at Moeur Park,Phoenix (Tempe),Arizona,18,33.4375762,-111.9432553
paseo-vista-recreation-area,Paseo Vista Recreation Area,Chandler,Arizona,18,33.2498925,-111.8265268
ponderosa-park,Ponderosa Park,Prescott,Arizona,18,34.4712085,-112.4933047
queen-creek-disc-golf,Queen Creek Disc Golf,Queen Creek,Arizona,7,33.2643561,-111.669271
red-mountain-north,Red Mountain - North,"Mesa,",Arizona,18,33.4748092,-111.677858
red-mountain-south,Red Mountain - South,Mesa,Arizona,18,33.4748092,-111.677858
redline-disc-golf-course,Redline Disc Golf Course,Glendale,Arizona,18,33.522699,-112.2358688
ridge-line-apartments,Ridge Line Disc Golf Course,Flagstaff,Arizona,9,35.202774,-111.6584777
rillito-river-park-disc-golf-course,Rillito River Park Disc Golf Course,Tucson,Arizona,18,32.2980191,-111.006719
riverfront-park-2,Riverfront Park,Cottonwood,Arizona,18,34.7516885,-112.0221098
riverview-disc-golf-course-0,Riverview Disc Golf Course,Bullhead City,Arizona,9,35.062561,-114.5848312
rumsey-park,Rumsey Park,Payson,Arizona,9,34.2446364,-111.3328745
sam-lena-park,Sam Lena Park,Tucson,Arizona,6,32.1820557,-110.9270995
santa-cruz-river-park,Santa Cruz River Park,Tucson,Arizona,18,32.2492046,-110.9966997
sara-park-discgolfcourse,SARA Park Disc Golf Course,Lake Havasu City,Arizona,18,34.4487296,-114.2677715
school-house-gulch,School House Gulch,Prescott,Arizona,18,34.4890116,-112.4434885
sears-park,Sears Park,Tucson,Arizona,9,32.2199807,-110.8652912
show-low-disc-golf-course,Show Low Disc Golf Course,Show Low,Arizona,18,34.2444068,-110.0593849
skyline-ranch,Skyline Ranch,SanTan Valley,Arizona,9,33.1842199,-111.5751502
sundance-park,Sundance Park,Buckeye,Arizona,18,33.420496,-112.542163
sunrise-ski-resort,Sunrise Ski Resort,Fort Apache,Arizona,18,33.9735753,-109.5639921
sweetwater,Sweetwater,Phoenix,Arizona,18,33.6007924,-112.1385504
tall-timbers-disc-golf-course,Tall Timbers Disc Golf Course,Heber/ Overgaard,Arizona,9,34.3973111,-110.5615556
boneyard,The Boneyard,Globe,Arizona,9,33.3819818,-110.7728814
lost-forrest,The Lost Forrest,Huachuca City,Arizona,9,31.6278703,-110.3339678
thorpe-park,Thorpe Park,Flagstaff,Arizona,18,35.2022853,-111.6593045
thunderbird-paseo,Thunderbird-Paseo,Phoenix (Glendale),Arizona,18,33.607486,-112.1835332
tobin-brenard-disc-golf-course,Tobin Brenard Disc Golf Course,Quartzite,Arizona,9,33.6639137,-114.2299486
tortosa-disc-golf-course,Tortosa Disc Golf Course,Maricopa,Arizona,9,33.0637466,-111.9579766
vista-del-camino-park,Vista del Camino Park,Phoenix (Scottsdale),Arizona,18,33.4589046,-111.9136439
watson-lake,Watson Lake,Prescott,Arizona,18,34.5874676,-112.4179706
wayne-ranch-disc-golf-course,Wayne Ranch Disc Golf Course,Queen Creek,Arizona,9,33.2643561,-111.669271
west-wetlands-park,West Wetlands Park,Yuma,Arizona,9,32.7296162,-114.6376607
wilderness-ranch,Wilderness Ranch,Lakeside,Arizona,18,34.2018521,-109.9146411
willow-lake-disc-golf-course,Willow Lake Disc Golf Course,Prescott,Arizona,18,34.5907443,-112.4221878
wood-land,Wood Land,Pinetop-Lakeside,Arizona,18,34.1291408,-109.9739464
alma-greens-disc-golf-course,Alma Flying Disc Golf Course,Alma,Arkansas,18,35.4778653,-94.2218752
alma-middle-school-disc-golf-course,Alma Middle School Disc Golf Course,Alma,Arkansas,9,35.4896486,-94.2111104
arkadelphia-youth-sports-complex,Arkadelphia Youth Sports Complex,Arkadelphia,Arkansas,18,34.1418183,-93.0777786
arkansas-tech-university,Arkansas Tech University,Ozark,Arkansas,9,35.49767200000000,-93.8421303
asumh-disc-golf-course,ASUMH Disc Golf Course,Mountain Home,Arkansas,18,36.3204181,-92.3885758
avoca-disc-golf-course,Avoca Disc Golf Course,Avoca,Arkansas,9,36.4043648,-94.07171190000000
bear-trail-disc-golf-course,Bear Trail Disc Golf Course,Conway,Arkansas,3,35.2809467,-92.3202104
beaverfork-disc-golf-course,Beaverfork Disc Golf Course,Conway,Arkansas,18,35.1390812,-92.4547791
bell-park-disc-golf-course,Bell Park Disc Golf Course,Greenwood,Arkansas,18,35.2271004,-94.26602660000000
ben-geren-parks-massard-creek-dgc-white-course,Ben Geren Park - Massard Creek Disc Golf Course,Fort Smith,Arkansas,18,35.3222776,-94.35442670000000
ben-geren-park-north,Ben Geren Park - North Yellow,Fort Smith,Arkansas,18,35.3222776,-94.35442670000000
ben-geren-park-south,Ben Geren Park - South Orange,Fort Smith,Arkansas,18,35.3222776,-94.35442670000000
mountain-view-city-park,Bluegrass Trails Disc Golf Course,Mountain View,Arkansas,18,35.8758273,-92.12094020000000
booneville-disc-golf-course,Booneville Disc Golf Course,Booneville,Arkansas,18,35.1433987,-93.9158441
bovine-9-catherines-landing,Bovine 9 at Catherine's Landing,Hot Springs,Arkansas,9,34.4432355,-93.00112530000000
branchwood-disc-golf-course,Branchwood Disc Golf Course,Bella Vista,Arkansas,18,36.48909830000000,-94.3450187
broadmoor-lake-disc-golf-course,Broadmoor Lake Disc Golf Course,Little Rock,Arkansas,9,34.6936345,-92.36526310000000
burns-park-blue,Burns Park - Blue,North Little Rock,Arkansas,18,34.7976957,-92.3099177
burns-park-junior,Burns Park - Junior,North Little Rock,Arkansas,9,34.8033551,-92.3051218
burns-park-red,Burns Park - Red,North Little Rock,Arkansas,18,34.7969206,-92.31461250000000
cabin-creek-0,Cabin Creek,Lamar,Arkansas,9,35.4396068,-93.39216650000000
carter-park-disc-golf-course,Carter Park Disc Golf Course,West Fork,Arkansas,18,35.9313371,-94.1871539
cedar-creek-disc-golf-course,Cedar Creek Disc Golf Course,West Fork,Arkansas,18,35.911641,-94.25764800000000
cedar-glades,Cedar Glades,Hot Springs,Arkansas,18,34.5387479,-93.0805697
cedar-street-park,Cedar Street Park,Trumann,Arkansas,9,35.6747967,-90.5224106
cherokee-acres-disc-golf-course,Cherokee Acres Disc Golf Course,Cherokee Village,Arkansas,9,36.310773,-91.508366
city-lake-park-0,City Lake Park,Siloam Springs,Arkansas,9,36.2227229,-94.53517080000000
city-charleston,City of Charleston,Charleston,Arkansas,9,35.2975966,-94.0272778
clarksville-schools,Clarksville Schools,Clarksville,Arkansas,9,35.492719,-93.5205641
cline-park-disc-golf-course,Cline Park Disc Golf Course,Clarksville,Arkansas,18,35.4693203,-93.4514464
clinton-disc-golf-course-0,Clinton Disc Golf Course,Clinton,Arkansas,18,35.5964781,-92.4553049
craighead-forest-loop-1,Craighead Forest Disc Golf - Red,Jonesboro,Arkansas,18,35.7784978,-90.70240610000000
craighead-forest-disc-golf-course,Craighead Forest Disc Golf - Yellow,Jonesboro,Arkansas,18,35.7850855,-90.7118836
creekside-park-disc-golf-course,Creekside Park Disc Golf Course,Farmington,Arkansas,18,36.0463177,-94.235878
cross-hollow-disc-golf-course,Cross Hollow Disc Golf Course,Rogers,Arkansas,9,36.3023059,-94.1194809
danville-disc-golf-course,Danville Disc Golf Course,Danville,Arkansas,9,35.2988667,-93.1218371
decatur-disc-golf-course,Decatur Disc Golf Course,Decatur,Arkansas,9,36.3451326,-94.46158180000000
deer-creek-disc-golf-course,Deer Creek Disc Golf Course,Monticello,Arkansas,18,33.6284514,-91.8057111
degray-lake-resort-disc-golf,DeGray Lake Resort State Park Disc Golf,Bismarck,Arkansas,18,34.2456659,-93.14810970000000
degray-lower-lake-disc-golf-course,DeGray Lower Lake Disc Golf Course,Caddo Valley,Arkansas,18,34.1795702,-93.0967166
disc-side-heaven-champ-course,Disc Side of Heaven - Champ Course,Jonesboro,Arkansas,18,35.82115600000000,-90.77550200000000
disc-side-heaven-rec-course,Disc Side of Heaven - Rec Course,Jonesboro,Arkansas,18,35.82115600000000,-90.77550200000000
dupree-park,Dupree Park,Jacksonville,Arkansas,18,34.8562736,-92.1290671
eagles-nest,Eagle's Nest,Van Buren,Arkansas,18,35.5321463,-94.2206798
